   0.00e+00   0.00e+00   0.00e+00   0.00e+00  1
   0.00e+00   0.00e+00   1.65e+17   0.00e+00  1
   0.00e+00   6.60e+16   0.00e+00   0.00e+00  1
   0.00e+00   6.60e+16   1.65e+17   0.00e+00  1
   0.00e+00   1.32e+17   0.00e+00   0.00e+00  1
   0.00e+00   1.32e+17   1.65e+17   0.00e+00  1
   0.00e+00   1.98e+17   0.00e+00   0.00e+00  1
   0.00e+00   1.98e+17   1.65e+17   0.00e+00  1
   0.00e+00   2.64e+17   0.00e+00   0.00e+00  1
   0.00e+00   2.64e+17   1.65e+17   0.00e+00  1
   0.00e+00   3.30e+17   0.00e+00   1.12e+03  1
   0.00e+00   3.30e+17   1.65e+17   1.12e+03  1
   0.00e+00   3.96e+17   0.00e+00   1.03e+03  1
   0.00e+00   3.96e+17   1.65e+17   1.03e+03  1
   0.00e+00   4.62e+17   0.00e+00   9.73e+02  1
   0.00e+00   4.62e+17   1.65e+17   9.73e+02  1
   0.00e+00   5.28e+17   0.00e+00   9.26e+02  1
   0.00e+00   5.28e+17   1.65e+17   9.26e+02  1
   0.00e+00   5.94e+17   0.00e+00   8.90e+02  1
   0.00e+00   5.94e+17   1.65e+17   8.90e+02  1
   6.60e+16   0.00e+00   0.00e+00   0.00e+00  1
   6.60e+16   0.00e+00   1.65e+17   0.00e+00  1
   6.60e+16   6.60e+16   0.00e+00   0.00e+00  1
   6.60e+16   6.60e+16   1.65e+17   0.00e+00  1
   6.60e+16   1.32e+17   0.00e+00   0.00e+00  1
   6.60e+16   1.32e+17   1.65e+17   0.00e+00  1
   6.60e+16   1.98e+17   0.00e+00   0.00e+00  1
   6.60e+16   1.98e+17   1.65e+17   0.00e+00  1
   6.60e+16   2.64e+17   0.00e+00   0.00e+00  1
   6.60e+16   2.64e+17   1.65e+17   0.00e+00  1
   6.60e+16   3.30e+17   0.00e+00   1.11e+03  1
   6.60e+16   3.30e+17   1.65e+17   1.11e+03  1
   6.60e+16   3.96e+17   0.00e+00   1.03e+03  1
   6.60e+16   3.96e+17   1.65e+17   1.03e+03  1
   6.60e+16   4.62e+17   0.00e+00   9.69e+02  1
   6.60e+16   4.62e+17   1.65e+17   9.69e+02  1
   6.60e+16   5.28e+17   0.00e+00   9.24e+02  1
   6.60e+16   5.28e+17   1.65e+17   9.24e+02  1
   6.60e+16   5.94e+17   0.00e+00   8.88e+02  1
   6.60e+16   5.94e+17   1.65e+17   8.88e+02  1
   1.32e+17   0.00e+00   0.00e+00   0.00e+00  1
   1.32e+17   0.00e+00   1.65e+17   0.00e+00  1
   1.32e+17   6.60e+16   0.00e+00   0.00e+00  1
   1.32e+17   6.60e+16   1.65e+17   0.00e+00  1
   1.32e+17   1.32e+17   0.00e+00   0.00e+00  1
   1.32e+17   1.32e+17   1.65e+17   0.00e+00  1
   1.32e+17   1.98e+17   0.00e+00   0.00e+00  1
   1.32e+17   1.98e+17   1.65e+17   0.00e+00  1
   1.32e+17   2.64e+17   0.00e+00   1.18e+03  1
   1.32e+17   2.64e+17   1.65e+17   1.18e+03  1
   1.32e+17   3.30e+17   0.00e+00   1.08e+03  1
   1.32e+17   3.30e+17   1.65e+17   1.08e+03  1
   1.32e+17   3.96e+17   0.00e+00   1.01e+03  1
   1.32e+17   3.96e+17   1.65e+17   1.01e+03  1
   1.32e+17   4.62e+17   0.00e+00   9.58e+02  1
   1.32e+17   4.62e+17   1.65e+17   9.58e+02  1
   1.32e+17   5.28e+17   0.00e+00   9.16e+02  1
   1.32e+17   5.28e+17   1.65e+17   9.16e+02  1
   1.32e+17   5.94e+17   0.00e+00   8.83e+02  1
   1.32e+17   5.94e+17   1.65e+17   8.83e+02  1
   1.98e+17   0.00e+00   0.00e+00   0.00e+00  1
   1.98e+17   0.00e+00   1.65e+17   0.00e+00  1
   1.98e+17   6.60e+16   0.00e+00   0.00e+00  1
   1.98e+17   6.60e+16   1.65e+17   0.00e+00  1
   1.98e+17   1.32e+17   0.00e+00   0.00e+00  1
   1.98e+17   1.32e+17   1.65e+17   0.00e+00  1
   1.98e+17   1.98e+17   0.00e+00   0.00e+00  1
   1.98e+17   1.98e+17   1.65e+17   0.00e+00  1
   1.98e+17   2.64e+17   0.00e+00   1.12e+03  1
   1.98e+17   2.64e+17   1.65e+17   1.12e+03  1
   1.98e+17   3.30e+17   0.00e+00   1.05e+03  1
   1.98e+17   3.30e+17   1.65e+17   1.05e+03  1
   1.98e+17   3.96e+17   0.00e+00   9.89e+02  1
   1.98e+17   3.96e+17   1.65e+17   9.89e+02  1
   1.98e+17   4.62e+17   0.00e+00   9.43e+02  1
   1.98e+17   4.62e+17   1.65e+17   9.43e+02  1
   1.98e+17   5.28e+17   0.00e+00   9.05e+02  1
   1.98e+17   5.28e+17   1.65e+17   9.05e+02  1
   1.98e+17   5.94e+17   0.00e+00   8.75e+02  1
   1.98e+17   5.94e+17   1.65e+17   8.75e+02  1
   2.64e+17   0.00e+00   0.00e+00   0.00e+00  1
   2.64e+17   0.00e+00   1.65e+17   0.00e+00  1
   2.64e+17   6.60e+16   0.00e+00   0.00e+00  1
   2.64e+17   6.60e+16   1.65e+17   0.00e+00  1
   2.64e+17   1.32e+17   0.00e+00   1.18e+03  1
   2.64e+17   1.32e+17   1.65e+17   1.18e+03  1
   2.64e+17   1.98e+17   0.00e+00   1.12e+03  1
   2.64e+17   1.98e+17   1.65e+17   1.12e+03  1
   2.64e+17   2.64e+17   0.00e+00   1.06e+03  1
   2.64e+17   2.64e+17   1.65e+17   1.06e+03  1
   2.64e+17   3.30e+17   0.00e+00   1.01e+03  1
   2.64e+17   3.30e+17   1.65e+17   1.01e+03  1
   2.64e+17   3.96e+17   0.00e+00   9.62e+02  1
   2.64e+17   3.96e+17   1.65e+17   9.62e+02  1
   2.64e+17   4.62e+17   0.00e+00   9.24e+02  1
   2.64e+17   4.62e+17   1.65e+17   9.24e+02  1
   2.64e+17   5.28e+17   0.00e+00   8.92e+02  1
   2.64e+17   5.28e+17   1.65e+17   8.92e+02  1
   2.64e+17   5.94e+17   0.00e+00   8.65e+02  1
   2.64e+17   5.94e+17   1.65e+17   8.65e+02  1
   3.30e+17   0.00e+00   0.00e+00   1.12e+03  1
   3.30e+17   0.00e+00   1.65e+17   1.12e+03  1
   3.30e+17   6.60e+16   0.00e+00   1.11e+03  1
