 Spectral energy distribution at the surface of the nebula: 
   viewPoints = 
    nu [Ryd]        lambda [um]         F(nu)*D^2            
   6.21999986E-02   1.46506071       7035.56055    
   6.25000000E-02   1.45802844       11240.7314    
   6.27999976E-02   1.45106339       13531.1602    
   6.36919141E-02   1.43074322       11890.8174    
   6.57839403E-02   1.38524354       11411.5205    
   6.79446831E-02   1.34119070       10781.5830    
   7.01763928E-02   1.29853892       9824.67578    
   7.24814087E-02   1.25724339       10638.6719    
   7.48621374E-02   1.21726120       10875.9551    
   7.73210600E-02   1.17855048       10207.4482    
   7.98607469E-02   1.14107084       9485.25000    
   8.24838579E-02   1.10478318       10558.3789    
   8.51931274E-02   1.06964934       9583.70801    
   8.79913792E-02   1.03563297       9639.78418    
   9.08815488E-02   1.00269830       9283.30469    
   9.38666463E-02  0.970811009       9688.77148    
   9.69497934E-02  0.939937770       9333.86719    
  0.100134209      0.910046399       9354.12793    
  0.103423215      0.881105602       9517.16895    
  0.106820256      0.853085160       9023.41602    
  0.110328875      0.825955808       8363.16602    
  0.110870004      0.821924508       3137.60693    
  0.111170001      0.819706500       14661.9170    
  0.111469999      0.817500472       15543.0576    
  0.113952741      0.799689174       15914.6602    
  0.115800001      0.786932409       14612.2207    
  0.116099998      0.784898996       14906.2813    
  0.116399996      0.782876074       14242.4238    
  0.117695637      0.774257898       14345.1436    
  0.121561475      0.749635339       12456.9434    
  0.122180000      0.745840371       14845.0117    
  0.122479998      0.744013548       11240.8008    
  0.122779995      0.742195606       13496.7793    
  0.125554278      0.725795865       14155.4346    
  0.129678249      0.702714384       13868.9111    
  0.133937657      0.680367112       11842.5029    
  0.137019992      0.665061891       11573.9316    
  0.137319997      0.663608909       10751.8027    
  0.137620002      0.662162304       12254.5186    
  0.138336971      0.658730447       11649.6338    
  0.142880797      0.637781799       11396.9063    
  0.147573858      0.617499411       10742.4775    
  0.152421072      0.597862065       11129.9375    
  0.157427505      0.578849137       11770.0332    
  0.162598372      0.560440898       11451.5254    
  0.167939082      0.542618036       10479.6445    
  0.173455209      0.525362015       10773.9824    
  0.179152533      0.508654654       9557.85254    
  0.185036972      0.492478728       9450.01270    
  0.191114709      0.476817161       9090.15234    
  0.197392061      0.461653709       8559.78809    
  0.203875616      0.446972400       8610.18066    
  0.210572109      0.432758033       8767.18945    
  0.217488572      0.418995678       8123.39404    
  0.224632204      0.405671030       8703.05176    
  0.232010484      0.392770082       8162.35938    
  0.239631101      0.380279422       8431.77930    
  0.247329995      0.368442059       7600.13672    
  0.247502029      0.368185967       8308.20703    
  0.247630000      0.367995709       5823.93115    
  0.247930005      0.367550403       7878.03174    
  0.249639988      0.365032762       7732.14209    
  0.249939993      0.364594609       29078.7363    
  0.250239998      0.364157498       31093.4473    
  0.255631477      0.356477141       29381.0586    
  0.264027953      0.345140636       26329.9121    
  0.266000003      0.342581868       26457.8867    
  0.266299993      0.342195928       30546.4004    
  0.266599983      0.341810882       26527.6191    
  0.272700250      0.334164619       25862.1719    
  0.281657368      0.323537678       24518.8828    
  0.290908694      0.313248724       22200.8613    
  0.291590005      0.312516809       18377.6504    
  0.291889995      0.312195599       19794.0820    
  0.292189986      0.311875075       21324.3477    
  0.300463885      0.303286940       20300.1211    
  0.310332924      0.293641984       18716.1660    
  0.320526123      0.284303725       17908.6660    
  0.331054121      0.275262475       17311.7422    
  0.341927946      0.266508698       15467.7959    
  0.353158921      0.258033335       14796.0977    
  0.364758790      0.249827489       14170.1143    
  0.376739651      0.241882622       13731.5273    
  0.389114052      0.234190404       12787.7637    
  0.401894897      0.226742804       12725.3164    
  0.415095568      0.219532028       12380.7285    
  0.428729802      0.212550595       12045.2041    
  0.442811877      0.205791175       15175.6328    
  0.457356483      0.199246705       25686.6758    
  0.472378820      0.192910373       27092.6816    
  0.487894595      0.186775535       27467.5762    
  0.503919959      0.180835813       27125.1445    
  0.520471692      0.175084978       28275.6484    
  0.537567139      0.169517010       28312.9355    
  0.555224061      0.164126128       28066.0977    
  0.573460996      0.158906668       30289.8535    
  0.592296898      0.153853208       30716.5176    
  0.611751497      0.148960441       32138.2344    
  0.631845117      0.144223273       32727.7891    
  0.652598739      0.139636755       32785.1992    
  0.674033999      0.135196105       33051.5938    
  0.696173370      0.130896673       32701.2344    
  0.719039917      0.126733959       32557.5566    
  0.742657542      0.122703627       29594.7168    
  0.761145711      0.119723164       29435.2461    
  0.761445701      0.119676001       29813.2988    
  0.761745691      0.119628869       31781.6504    
  0.767050862      0.118801475       30164.3164    
  0.792245448      0.115023412       31914.6855    
  0.818267584      0.111365497       33068.2422    
  0.827294469      0.110150352       35621.1367    
  0.827594459      0.110110424       38366.3047    
  0.827894449      0.110070519       35154.2578    
  0.845144451      0.107823901       35419.9883    
  0.872904062      0.104394950       37244.3203    
  0.901575506      0.101075031       39675.2500    
  0.931188703       9.78606939E-02   41336.6602    
  0.961774528       9.47485864E-02   43165.9570    
  0.993364990       9.17354375E-02   44470.7109    
  0.999134004       9.12057608E-02   45707.8516    
  0.999433994       9.11783800E-02   61581.5273    
  0.999733984       9.11510214E-02   65787.3438    
   1.00075114       9.10583735E-02   64337.3164    
   1.00105119       9.10310820E-02   64256.9063    
   1.00135124       9.10038054E-02   63985.0547    
   1.02599311       8.88181180E-02   59708.6836    
   1.05969286       8.59935731E-02   54910.6016    
   1.06763482       8.53538811E-02   54789.8203    
   1.06793487       8.53298977E-02   52773.6680    
   1.06823492       8.53059292E-02   55092.8867    
   1.09449959       8.32588449E-02   53756.3906    
   1.13044953       8.06110948E-02   50889.6563    
   1.15803826       7.86906406E-02   52688.8242    
   1.15833831       7.86702558E-02   52529.3945    
   1.15863836       7.86498860E-02   52937.9102    
   1.16758037       7.80475363E-02   52022.1914    
   1.20593071       7.55655169E-02   53917.0313    
   1.24554074       7.31624216E-02   54575.3906    
   1.28645182       7.08357468E-02   57302.0898    
   1.32870662       6.85830638E-02   59413.0156    
   1.37234938       6.64020255E-02   61421.0859    
   1.41742563       6.42903373E-02   72507.2031    
   1.46398246       6.22458085E-02   67670.4844    
   1.51206851       6.02663010E-02   68958.4063    
   1.56173396       5.83497435E-02   73906.5625    
   1.58433020       5.75175397E-02   70647.1172    
   1.58463025       5.75066470E-02   72808.1016    
   1.58493030       5.74957617E-02   77618.3125    
   1.61303079       5.64941317E-02   77770.1172    
   1.66601241       5.46975359E-02   80711.1719    
   1.71442270       5.31530380E-02   83370.7656    
   1.71472275       5.31437360E-02   86734.4219    
   1.71502280       5.31344377E-02   84484.1797    
   1.72073424       5.29580750E-02   82191.3203    
   1.77725351       5.12739308E-02   80616.3438    
   1.79159629       5.08634523E-02   85541.2891    
   1.79189634       5.08549362E-02   1465.93591    
   1.79219639       5.08464240E-02   87239.9766    
   1.80773997       5.04092276E-02   84379.6094    
   1.80804002       5.04008606E-02   87956.0781    
   1.80834007       5.03924973E-02   90285.5859    
   1.83562922       4.96433452E-02   89703.8047    
   1.89592242       4.80646119E-02   93031.3672    
   1.95819592       4.65360880E-02   96797.7969    
   2.02251482       4.50561717E-02   100063.313    
   2.03046679       4.48797159E-02   102854.789    
   2.03076673       4.48730886E-02   102656.125    
   2.03106666       4.48664613E-02   100164.328    
   2.08894634       4.36233208E-02   105060.672    
   2.15755987       4.22360338E-02   106825.625    
   2.17525935       4.18923721E-02   98144.5781    
   2.17555928       4.18865979E-02   1710.93835    
   2.17585921       4.18808237E-02   107733.578    
   2.22842717       4.08928655E-02   108975.633    
   2.30162215       3.95924114E-02   111722.836    
   2.37722135       3.83333154E-02   112542.633    
   2.45530367       3.71142589E-02   121759.523    
   2.53595066       3.59339714E-02   125681.289    
   2.55965710       3.56011651E-02   128708.273    
   2.55995703       3.55969928E-02   977.679016    
   2.56025696       3.55928242E-02   109651.320    
   2.58097148       3.53071615E-02   123642.602    
   2.58127141       3.53030562E-02   1466.51855    
   2.58157134       3.52989547E-02   129013.180    
   2.61924648       3.47912163E-02   130889.125    
   2.70527840       3.36848050E-02   137546.953    
   2.79413605       3.26135792E-02   141953.750    
   2.88591242       3.15764174E-02   141770.813    
   2.98070335       3.05722393E-02   150711.547    
   2.99403405       3.04361191E-02   137723.578    
   2.99433398       3.04330699E-02   0.00000000    
   2.99463391       3.04300208E-02   767046.875    
   3.01020336       3.02726310E-02   116224.539    
   3.01050329       3.02696154E-02   147140.813    
   3.01080322       3.02665997E-02   151003.328    
   3.07860780       2.95999944E-02   153133.641    
   3.17972803       2.86586694E-02   157629.922    
   3.28416944       2.77472809E-02   163718.469    
   3.39204121       2.68648788E-02   169828.656    
   3.47691989       2.62090527E-02   164110.516    
   3.47721982       2.62067914E-02   0.00000000    
   3.47751975       2.62045320E-02   178113.016    
   3.48720956       2.61317175E-02   183456.250    
   3.48750949       2.61294693E-02   189670.172    
   3.48780942       2.61272229E-02   178622.141    
   3.50345635       2.60105357E-02   152945.281    
   3.51954889       2.58916058E-02   97496.0156    
   3.51984882       2.58894004E-02   142741.219    
   3.52014875       2.58871950E-02   177354.203    
   3.61853099       2.51833610E-02   173127.281    
   3.73738527       2.43824944E-02   163970.500    
   3.86014366       2.36070938E-02   146811.891    
   3.98693395       2.28563547E-02   87223.0078    
   3.99970007       2.27834024E-02   80376.3750    
   4.00000000       2.27816943E-02   28108.2852    
   4.00029993       2.27799863E-02   102278.086    
   4.03771400       2.25689020E-02   89868.3125    
   4.03801394       2.25672256E-02   21753.3750    
   4.03831387       2.25655511E-02   87317.4688    
   4.11788893       2.21294891E-02   64659.5156    
   4.25314522       2.14257371E-02   56119.3945    
   4.39284420       2.07443684E-02   53910.3633    
   4.39565277       2.07311139E-02   566.000977    
   4.39595270       2.07296982E-02   58905.1914    
   4.39625263       2.07282845E-02   53560.3633    
   4.53713179       2.00846661E-02   52284.9023    
   4.66392231       1.95386559E-02   52305.6367    
   4.66422224       1.95374005E-02   0.00000000    
   4.66452217       1.95361432E-02   50122.0117    
   4.68615818       1.94459446E-02   47957.0742    
   4.73962593       1.92265753E-02   44618.0000    
   4.73992586       1.92253590E-02   244.419754    
   4.74022579       1.92241427E-02   46248.6484    
   4.84007978       1.88275352E-02   45034.5547    
   4.99905729       1.82287917E-02   43423.4102    
   5.16325665       1.76490881E-02   43269.6602    
   5.33284903       1.70878228E-02   33616.6836    
   5.34157991       1.70598924E-02   42633.3516    
   5.34187984       1.70589332E-02   0.00000000    
   5.34217978       1.70579758E-02   41786.3672    
   5.50801182       1.65444035E-02   42009.8555    
   5.51356649       1.65277366E-02   43249.7461    
   5.51386642       1.65268369E-02   0.00000000    
   5.51416636       1.65259391E-02   41765.7383    
   5.68892813       1.60182677E-02   40068.2422    
   5.68922853       1.60174221E-02   0.00000000    
   5.68952847       1.60165783E-02   0.00000000    
   5.68982840       1.60157327E-02   142.698715    
   5.69363832       1.60050169E-02   35853.1719    
   5.69393826       1.60041731E-02   733.259277    
   5.69423819       1.60033312E-02   38282.9883    
   5.87578678       1.55088631E-02   39578.7461    
   6.06878328       1.50156580E-02   34619.0781    
   6.26811838       1.45381391E-02   37630.4648    
   6.47125387       1.40817799E-02   32541.7363    
   6.47155380       1.40811279E-02   0.00000000    
   6.47185373       1.40804751E-02   28873.0293    
   6.47400141       1.40758036E-02   31552.3438    
   6.68664646       1.36281727E-02   30738.3906    
   6.68880939       1.36237657E-02   0.00000000    
   6.68910933       1.36231557E-02   0.00000000    
   6.68940926       1.36225447E-02   30923.3496    
   6.90627623       1.31947771E-02   27496.3223    
   7.13312006       1.27751632E-02   25368.1543    
   7.13788605       1.27666332E-02   24716.5566    
   7.13818598       1.27660967E-02   244.419754    
   7.13848591       1.27655603E-02   25688.9609    
   7.19447994       1.26662077E-02   25892.1445    
   7.19477987       1.26656797E-02   0.00000000    
   7.19507980       1.26651516E-02   25550.3770    
   7.36741447       1.23688951E-02   25116.1855    
   7.60940504       1.19755454E-02   23647.8008    
   7.85934353       1.15947053E-02   19150.8594    
   8.11749172       1.12259770E-02   22218.5293    
   8.37119293       1.08857574E-02   18589.0508    
   8.37149334       1.08853662E-02   0.00000000    
   8.37179375       1.08849760E-02   22284.6895    
   8.38411903       1.08689740E-02   20109.9688    
   8.65950394       1.05233248E-02   16780.9180    
   8.94393444       1.01886671E-02   13257.5889    
   9.23770714       9.86465253E-03   2105.22778    
   9.27522564       9.82475001E-03   469.098175    
   9.27552605       9.82443150E-03   0.00000000    
   9.27582645       9.82411392E-03   492.954376    
   9.54112911       9.55094211E-03   393.472382    
   9.85451698       9.24720895E-03   313.117523    
   10.1498594       8.97813123E-03   239.533585    
   10.1501598       8.97786580E-03   0.00000000    
   10.1504602       8.97760037E-03   167.336075    
   10.1781979       8.95313453E-03   174.134598    
   10.5125113       8.66841152E-03   127.501923    
   10.8578053       8.39274377E-03   99.8437042    
   11.2144413       8.12584162E-03   74.8271103    
   11.5827904       7.86742847E-03   57.0425377    
   11.6051311       7.85228331E-03   0.00000000    
   11.6054316       7.85207935E-03   0.00000000    
   11.6057320       7.85187632E-03   49.9915924    
   11.9632397       7.61723239E-03   41.0283203    
   12.3561840       7.37499353E-03   27.7158756    
   12.7620354       7.14045763E-03   17.7711430    
   13.1812181       6.91338023E-03   13.7648001    
   13.6141682       6.69352477E-03   9.99529934    
   14.0613394       6.48066122E-03   5.96774244    
   14.5231991       6.27456605E-03   5.93412304    
   15.0002279       6.07502600E-03   0.00000000    
  
 Total energy radiated out of the nebula [e36 erg/s]:   2.16049147    
 dTheta:   0.314159274    
 dPhi:   0.314159274    
  
